Title,"HE student enrolments by level of study, first year marker, mode of study, sex and country of HE provider",,,,,,
Total postgraduate,First year,Full-time,Northern Ireland,Male,2015/16,1235,22%
Total postgraduate,First year,Full-time,Northern Ireland,Other,2015/16,0,..
Total postgraduate,First year,Full-time,Northern Ireland,All,2016/17,2945,22%
Total postgraduate,First year,Full-time,Northern Ireland,Female,2016/17,1635,22%
Total postgraduate,First year,Full-time,Northern Ireland,Male,2016/17,1310,22%
Total postgraduate,First year,Full-time,Northern Ireland,Other,2016/17,0,..
Total postgraduate,First year,Full-time,Northern Ireland,All,2017/18,3740,26%
Total postgraduate,First year,Full-time,Northern Ireland,Female,2017/18,2210,27%
Total postgraduate,First year,Full-time,Northern Ireland,Male,2017/18,1530,25%
Total postgraduate,First year,Full-time,Northern Ireland,Other,2017/18,0,..
Total postgraduate,First year,Full-time,Northern Ireland,All,2018/19,3870,27%
Total postgraduate,First year,Full-time,Northern Ireland,Female,2018/19,2265,28%
Total postgraduate,First year,Full-time,Northern Ireland,Male,2018/19,1605,26%
Total postgraduate,First year,Full-time,Northern Ireland,Other,2018/19,0,..
Total postgraduate,First year,Full-time,Northern Ireland,All,2019/20,4555,30%
Total postgraduate,First year,Full-time,Northern Ireland,Female,2019/20,2555,30%
Total postgraduate,First year,Full-time,Northern Ireland,Male,2019/20,2000,31%
Total postgraduate,First year,Full-time,Northern Ireland,Other,2019/20,0,..
Total postgraduate,First year,Full-time,Scotland,All,2015/16,23570,34%
Total postgraduate,First year,Full-time,Scotland,Female,2015/16,13255,33%
Total postgraduate,First year,Full-time,Scotland,Male,2015/16,10295,35%
Total postgraduate,First year,Full-time,Scotland,Other,2015/16,15,38%
Total postgraduate,First year,Full-time,Scotland,All,2016/17,25770,36%
Total postgraduate,First year,Full-time,Scotland,Female,2016/17,14855,36%
Total postgraduate,First year,Full-time,Scotland,Male,2016/17,10875,36%
Total postgraduate,First year,Full-time,Scotland,Other,2016/17,40,68%
Total postgraduate,First year,Full-time,Scotland,All,2017/18,28040,37%
Total postgraduate,First year,Full-time,Scotland,Female,2017/18,16340,37%
Total postgraduate,First year,Full-time,Scotland,Male,2017/18,11665,37%
Total postgraduate,First year,Full-time,Scotland,Other,2017/18,35,51%
Total postgraduate,First year,Full-time,Scotland,All,2018/19,29830,38%
Total postgraduate,First year,Full-time,Scotland,Female,2018/19,17455,38%
Total postgraduate,First year,Full-time,Scotland,Male,2018/19,12280,38%
Total postgraduate,First year,Full-time,Scotland,Other,2018/19,90,65%
Total postgraduate,First year,Full-time,Scotland,All,2019/20,32675,40%
Total postgraduate,First year,Full-time,Scotland,Female,2019/20,19075,40%
Total postgraduate,First year,Full-time,Scotland,Male,2019/20,13415,40%
Total postgraduate,First year,Full-time,Scotland,Other,2019/20,185,73%
Total postgraduate,First year,Full-time,Wales,All,2015/16,8685,23%
Total postgraduate,First year,Full-time,Wales,Female,2015/16,4635,23%
Total postgraduate,First year,Full-time,Wales,Male,2015/16,4040,23%
Total postgraduate,First year,Full-time,Wales,Other,2015/16,5,..
Total postgraduate,First year,Full-time,Wales,All,2016/17,9140,24%
Total postgraduate,First year,Full-time,Wales,Female,2016/17,4995,24%
Total postgraduate,First year,Full-time,Wales,Male,2016/17,4135,23%
Total postgraduate,First year,Full-time,Wales,Other,2016/17,5,20%
Total postgraduate,First year,Full-time,Wales,All,2017/18,10100,25%
Total postgraduate,First year,Full-time,Wales,Female,2017/18,5545,25%
Total postgraduate,First year,Full-time,Wales,Male,2017/18,4540,24%
Total postgraduate,First year,Full-time,Wales,Other,2017/18,15,41%
Total postgraduate,First year,Full-time,Wales,All,2018/19,11025,27%
Total postgraduate,First year,Full-time,Wales,Female,2018/19,6110,27%
Total postgraduate,First year,Full-time,Wales,Male,2018/19,4905,27%
Total postgraduate,First year,Full-time,Wales,Other,2018/19,10,21%
Total postgraduate,First year,Full-time,Wales,All,2019/20,12730,29%
Total postgraduate,First year,Full-time,Wales,Female,2019/20,6795,28%
Total postgraduate,First year,Full-time,Wales,Male,2019/20,5920,30%
Total postgraduate,First year,Full-time,Wales,Other,2019/20,10,21%
Total postgraduate,First year,Part-time,All,All,2015/16,107110,41%
Total postgraduate,First year,Part-time,All,Female,2015/16,68355,41%
Total postgraduate,First year,Part-time,All,Male,2015/16,38725,42%
Total postgraduate,First year,Part-time,All,Not known,2015/16,0,..
Total postgraduate,First year,Part-time,All,Other,2015/16,35,55%
Total postgraduate,First year,Part-time,All,All,2016/17,116045,46%
Total postgraduate,First year,Part-time,All,Female,2016/17,74015,46%
Total postgraduate,First year,Part-time,All,Male,2016/17,41905,47%
Total postgraduate,First year,Part-time,All,Not known,2016/17,0,..
Total postgraduate,First year,Part-time,All,Other,2016/17,125,56%
Total postgraduate,First year,Part-time,All,All,2017/18,113765,46%
Total postgraduate,First year,Part-time,All,Female,2017/18,72975,46%
Total postgraduate,First year,Part-time,All,Male,2017/18,40615,46%
Total postgraduate,First year,Part-time,All,Not known,2017/18,5,..
Total postgraduate,First year,Part-time,All,Other,2017/18,165,40%
Total postgraduate,First year,Part-time,All,All,2018/19,116540,47%
Total postgraduate,First year,Part-time,All,Female,2018/19,75045,47%
Total postgraduate,First year,Part-time,All,Male,2018/19,41260,47%
Total postgraduate,First year,Part-time,All,Not known,2018/19,5,..
Total postgraduate,First year,Part-time,All,Other,2018/19,230,32%
Total postgraduate,First year,Part-time,All,All,2019/20,116675,48%
Total postgraduate,First year,Part-time,All,Female,2019/20,75225,49%
Total postgraduate,First year,Part-time,All,Male,2019/20,41065,47%
Total postgraduate,First year,Part-time,All,Not known,2019/20,0,..
Total postgraduate,First year,Part-time,All,Other,2019/20,390,36%
Total postgraduate,First year,Part-time,England,All,2015/16,89955,45%
Total postgraduate,First year,Part-time,England,Female,2015/16,57425,44%
Total postgraduate,First year,Part-time,England,Male,2015/16,32505,47%
Total postgraduate,First year,Part-time,England,Not known,2015/16,0,..
Total postgraduate,First year,Part-time,England,Other,2015/16,30,64%
Total postgraduate,First year,Part-time,England,All,2016/17,97960,51%
Total postgraduate,First year,Part-time,England,Female,2016/17,62330,50%
Total postgraduate,First year,Part-time,England,Male,2016/17,35520,52%
Total postgraduate,First year,Part-time,England,Not known,2016/17,0,..
Total postgraduate,First year,Part-time,England,Other,2016/17,105,82%
Total postgraduate,First year,Part-time,England,All,2017/18,95380,51%
Total postgraduate,First year,Part-time,England,Female,2017/18,61020,50%
Total postgraduate,First year,Part-time,England,Male,2017/18,34205,51%
Total postgraduate,First year,Part-time,England,Not known,2017/18,5,..
Total postgraduate,First year,Part-time,England,Other,2017/18,155,67%
Total postgraduate,First year,Part-time,England,All,2018/19,97075,51%
Total postgraduate,First year,Part-time,England,Female,2018/19,62130,51%
Total postgraduate,First year,Part-time,England,Male,2018/19,34750,51%
Total postgraduate,First year,Part-time,England,Not known,2018/19,5,..
Total postgraduate,First year,Part-time,England,Other,2018/19,185,67%
Total postgraduate,First year,Part-time,England,All,2019/20,95060,53%
Total postgraduate,First year,Part-time,England,Female,2019/20,61170,54%
Total postgraduate,First year,Part-time,England,Male,2019/20,33580,51%
Total postgraduate,First year,Part-time,England,Not known,2019/20,0,..
Total postgraduate,First year,Part-time,England,Other,2019/20,310,46%
Total postgraduate,First year,Part-time,Northern Ireland,All,2015/16,2945,28%
Total postgraduate,First year,Part-time,Northern Ireland,Female,2015/16,2025,30%
Total postgraduate,First year,Part-time,Northern Ireland,Male,2015/16,920,25%
Total postgraduate,First year,Part-time,Northern Ireland,All,2016/17,3225,34%
Total postgraduate,First year,Part-time,Northern Ireland,Female,2016/17,2265,36%
Total postgraduate,First year,Part-time,Northern Ireland,Male,2016/17,960,30%
Total postgraduate,First year,Part-time,Northern Ireland,All,2017/18,3190,34%
Total postgraduate,First year,Part-time,Northern Ireland,Female,2017/18,2205,36%
Total postgraduate,First year,Part-time,Northern Ireland,Male,2017/18,985,30%
Total postgraduate,First year,Part-time,Northern Ireland,All,2018/19,3730,38%
Total postgraduate,First year,Part-time,Northern Ireland,Female,2018/19,2635,41%
Total postgraduate,First year,Part-time,Northern Ireland,Male,2018/19,1095,32%
Total postgraduate,First year,Part-time,Northern Ireland,All,2019/20,4165,33%
Total postgraduate,First year,Part-time,Northern Ireland,Female,2019/20,2730,32%
Total postgraduate,First year,Part-time,Northern Ireland,Male,2019/20,1435,35%
Total postgraduate,First year,Part-time,Scotland,All,2015/16,9235,34%
Total postgraduate,First year,Part-time,Scotland,Female,2015/16,5850,33%
Total postgraduate,First year,Part-time,Scotland,Male,2015/16,3375,35%
Total postgraduate,First year,Part-time,Scotland,Other,2015/16,5,..
Total postgraduate,First year,Part-time,Scotland,All,2016/17,9595,33%
Total postgraduate,First year,Part-time,Scotland,Female,2016/17,6150,33%
Total postgraduate,First year,Part-time,Scotland,Male,2016/17,3435,34%
Total postgraduate,First year,Part-time,Scotland,Other,2016/17,10,12%
Total postgraduate,First year,Part-time,Scotland,All,2017/18,9935,35%
Total postgraduate,First year,Part-time,Scotland,Female,2017/18,6350,34%
Total postgraduate,First year,Part-time,Scotland,Male,2017/18,3570,35%
Total postgraduate,First year,Part-time,Scotland,Other,2017/18,10,7%
Total postgraduate,First year,Part-time,Scotland,All,2018/19,10025,35%
Total postgraduate,First year,Part-time,Scotland,Female,2018/19,6500,35%
Total postgraduate,First year,Part-time,Scotland,Male,2018/19,3485,37%
Total postgraduate,First year,Part-time,Scotland,Other,2018/19,40,9%
Total postgraduate,First year,Part-time,Scotland,All,2019/20,11760,38%
Total postgraduate,First year,Part-time,Scotland,Female,2019/20,7690,39%
Total postgraduate,First year,Part-time,Scotland,Male,2019/20,4005,38%
Total postgraduate,First year,Part-time,Scotland,Other,2019/20,65,17%
Total postgraduate,First year,Part-time,Wales,All,2015/16,4980,24%
Total postgraduate,First year,Part-time,Wales,Female,2015/16,3055,24%
Total postgraduate,First year,Part-time,Wales,Male,2015/16,1920,24%
Total postgraduate,First year,Part-time,Wales,Other,2015/16,0,..
Total postgraduate,First year,Part-time,Wales,All,2016/17,5270,25%
Total postgraduate,First year,Part-time,Wales,Female,2016/17,3275,25%
Total postgraduate,First year,Part-time,Wales,Male,2016/17,1985,24%
Total postgraduate,First year,Part-time,Wales,Other,2016/17,10,..
Total postgraduate,First year,Part-time,Wales,All,2017/18,5260,27%
Total postgraduate,First year,Part-time,Wales,Female,2017/18,3405,28%
Total postgraduate,First year,Part-time,Wales,Male,2017/18,1855,25%
Total postgraduate,First year,Part-time,Wales,Other,2017/18,0,..
Total postgraduate,First year,Part-time,Wales,All,2018/19,5715,27%
Total postgraduate,First year,Part-time,Wales,Female,2018/19,3775,28%
Total postgraduate,First year,Part-time,Wales,Male,2018/19,1930,25%
Total postgraduate,First year,Part-time,Wales,Other,2018/19,10,..
Total postgraduate,First year,Part-time,Wales,All,2019/20,5690,28%
Total postgraduate,First year,Part-time,Wales,Female,2019/20,3625,29%
Total postgraduate,First year,Part-time,Wales,Male,2019/20,2045,26%
Total postgraduate,First year,Part-time,Wales,Other,2019/20,15,50%
Total postgraduate,Other years,All,All,All,2015/16,213220,16%
Total postgraduate,Other years,All,All,Female,2015/16,114160,16%
Total postgraduate,Other years,All,All,Male,2015/16,99010,17%
Total postgraduate,Other years,All,All,Not known,2015/16,0,0%
Total postgraduate,Other years,All,All,Other,2015/16,55,22%
Total postgraduate,Other years,All,All,All,2016/17,209145,16%
Total postgraduate,Other years,All,All,Female,2016/17,113985,15%
Total postgraduate,Other years,All,All,Male,2016/17,95055,16%
Total postgraduate,Other years,All,All,Not known,2016/17,0,0%
Total postgraduate,Other years,All,All,Other,2016/17,105,24%
Total postgraduate,Other years,All,All,All,2017/18,214150,16%
Total postgraduate,Other years,All,All,Female,2017/18,118345,16%
Total postgraduate,Other years,All,All,Male,2017/18,95625,16%
Total postgraduate,Other years,All,All,Not known,2017/18,5,4%
Total postgraduate,Other years,All,All,Other,2017/18,175,25%
Total postgraduate,Other years,All,All,All,2018/19,218155,16%
Total postgraduate,Other years,All,All,Female,2018/19,121805,16%
Total postgraduate,Other years,All,All,Male,2018/19,96030,16%
Total postgraduate,Other years,All,All,Not known,2018/19,0,2%
Total postgraduate,Other years,All,All,Other,2018/19,320,29%
Total postgraduate,Other years,All,All,All,2019/20,224975,16%
Total postgraduate,Other years,All,All,Female,2019/20,124825,16%
Total postgraduate,Other years,All,All,Male,2019/20,99670,16%
Total postgraduate,Other years,All,All,Not known,2019/20,0,..
Total postgraduate,Other years,All,All,Other,2019/20,480,30%
Total postgraduate,Other years,All,England,All,2015/16,172795,16%
Total postgraduate,Other years,All,England,Female,2015/16,92240,16%
Total postgraduate,Other years,All,England,Male,2015/16,80520,17%
Total postgraduate,Other years,All,England,Not known,2015/16,0,0%
Total postgraduate,Other years,All,England,Other,2015/16,35,23%
Total postgraduate,Other years,All,England,All,2016/17,170960,16%
Total postgraduate,Other years,All,England,Female,2016/17,93070,15%
Total postgraduate,Other years,All,England,Male,2016/17,77805,16%
Total postgraduate,Other years,All,England,Not known,2016/17,0,0%
Total postgraduate,Other years,All,England,Other,2016/17,90,26%
Total postgraduate,Other years,All,England,All,2017/18,175915,16%
Total postgraduate,Other years,All,England,Female,2017/18,97035,16%
Total postgraduate,Other years,All,England,Male,2017/18,78740,16%
Total postgraduate,Other years,All,England,Not known,2017/18,5,4%
Total postgraduate,Other years,All,England,Other,2017/18,135,26%
Total postgraduate,Other years,All,England,All,2018/19,178625,16%
Total postgraduate,Other years,All,England,Female,2018/19,99460,16%
Total postgraduate,Other years,All,England,Male,2018/19,78910,16%
Total postgraduate,Other years,All,England,Not known,2018/19,0,2%
Total postgraduate,Other years,All,England,Other,2018/19,255,31%
Total postgraduate,Other years,All,England,All,2019/20,184395,16%
Total postgraduate,Other years,All,England,Female,2019/20,101835,16%
Total postgraduate,Other years,All,England,Male,2019/20,82165,16%
Total postgraduate,Other years,All,England,Not known,2019/20,0,..
Total postgraduate,Other years,All,England,Other,2019/20,395,31%
Total postgraduate,Other years,All,Northern Ireland,All,2015/16,4975,15%
Total postgraduate,Other years,All,Northern Ireland,Female,2015/16,2925,17%
Total postgraduate,Other years,All,Northern Ireland,Male,2015/16,2050,14%
Total postgraduate,Other years,All,Northern Ireland,Other,2015/16,0,..
Total postgraduate,Other years,All,Northern Ireland,All,2016/17,4770,15%
Total postgraduate,Other years,All,Northern Ireland,Female,2016/17,2700,16%
Total postgraduate,Other years,All,Northern Ireland,Male,2016/17,2070,15%
Total postgraduate,Other years,All,Northern Ireland,Other,2016/17,0,..
Total postgraduate,Other years,All,Northern Ireland,All,2017/18,4720,15%
Total postgraduate,Other years,All,Northern Ireland,Female,2017/18,2720,16%
Total postgraduate,Other years,All,Northern Ireland,Male,2017/18,2000,15%
Total postgraduate,Other years,All,Northern Ireland,Other,2017/18,0,..
Total postgraduate,Other years,All,Northern Ireland,All,2018/19,5055,16%
Total postgraduate,Other years,All,Northern Ireland,Female,2018/19,3000,17%
Total postgraduate,Other years,All,Northern Ireland,Male,2018/19,2055,15%
Total postgraduate,Other years,All,Northern Ireland,Other,2018/19,0,..
Total postgraduate,Other years,All,Northern Ireland,All,2019/20,5235,17%
Total postgraduate,Other years,All,Northern Ireland,Female,2019/20,3115,18%
Total postgraduate,Other years,All,Northern Ireland,Male,2019/20,2120,15%
Total postgraduate,Other years,All,Northern Ireland,Other,2019/20,0,..
Total postgraduate,Other years,All,Scotland,All,2015/16,23910,17%
Total postgraduate,Other years,All,Scotland,Female,2015/16,12775,16%
Total postgraduate,Other years,All,Scotland,Male,2015/16,11120,19%
Total postgraduate,Other years,All,Scotland,Other,2015/16,15,25%
